title,address,phone,url,source_url,hours,id,rating,owners_count,reviews,description_status,description_text
Panos Q8 HW Froyennes (Mons/Lille),"MONS-LILLE E42, 7503 Tournai, Belgique",+32 69 58 18 42,https://www.panos.be/fr/magasin/panos-q8-hw-froyennes-monslille,https://www.google.com/search?q=Panos+Q8+HW+Froyennes+(Mons/Lille)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZKSTNOTEw2MDZMM7G0MqhITTEyMzRNNU0yTTSxTE4yXMSqFJCYl1-sEGih4BGu4FaUX5mal5darKDhm59XrO-TmZOTqgkAXoyyHk4AAAA&hl=fr&mat=CQdBnbXV4yFVElcBqiIDwhSv6rE2Urez9i0rhRk9TmwcqiB8-6m24lpOKW_g_7x2IPiqaNwsL2prsmlGks_L8wlf7QNnyN8Zi0hcXIc8BAtKjlEFC8BIf_I0ztoD3DelBwA&authuser=0,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23285,,,,NOK,
Panos Q8 HW Ranst (richting Antwerpen),"Autosnelweg Richting Antwerpen, E313, 2520 Ranst, Belgique",+32 3 353 03 12,https://www.panos.be/nl/winkel/panos-ranst-23535,https://www.google.com/search?q=panos-q8-hw-ranst-richting-antwerp-Autosnelweg-Richting-Antwerpen,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23535,"3,5",,2,NOK,
Panos Q8 Hasselt,"Kuringersteenweg 301/303, 3500 Hasselt, Belgique",+32 11 87 14 04,https://www.panos.be/nl/winkel/panos-q8-hasselt-23990,https://www.google.com/search?q=panos-q8-hw-ranst-richting-hasselt-Autosnelweg-Richting-Hasselt,"{'mardi': '05:30–22:00', 'mercredi': '05:30–22:00', 'jeudi': '05:30–22:00', 'vendredi': '05:30–22:00', 'samedi': '05:30–22:00', 'dimanche': '07:30–22:00', 'lundi': '05:30–22:00'}",23549,"3,8",,25,NOK,
Panos Q8 HW Sprimont,"Autoroute Liège-Bastogne, E25, 4140 Sprimont, Belgique",+32 4 382 31 49,https://www.panos.be/fr/magasin/panos-q8-hw-sprimont-23349,https://www.google.com/search?q=panos-q8-hw-sprimont-Autoroute-Liege-Bastogne,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23349,"3,8",,13,NOK,
Panos Q8 HW Thieu (Brussel/Parijs),"Brussel-Parijs E19, E42, 7070 Le Rœulx, Belgique",+32 64 45 06 29,https://www.panos.be/fr/magasin/panos-q8-hw-thieu-%28brussel/parijs%29-le-r%C5%93ulx-23924,https://www.google.com/search?q=Panos+Q8+HW+Thieu+(Brussel/Parijs)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzYysUxKNjFNNDFNNja1MqgwMjI1NLFINDFKNEgzMUqxXMSqFJCYl1-sEGih4BGuEJKRmVqqoOFUVFpcnJqjH5BYlJlVrAkA6EU_jE4AAAA&hl=fr&mat=CVnlzIbwQuGVElcBqiIDwo3u7kIkpUKSPW8PXWdiXq2a4rjgC0ocfgpUW6Z54LsuGYe14HLeCtogNd6r5SqjjVyVzPKKoQdSi5FYXigjAArtisleftPeWzRJAPxHkaH9r38&authuser=0,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23924,,,,NOK,
Panos Q8 HW Thieu (Parijs/Brussel),"Parijs-Brussel E19, E42, 7070 Le Rœulx, Belgique",+32 64 28 06 51,https://www.panos.be/fr/magasin/panos-q8-hw-thieu-brussel-parijs-23924,https://www.google.com/search?q=Panos+Q8+HW+Thieu+(Parijs/Brussel)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzYysTQwSUpOSTVLMk2zMqhIM0oyt0gzNDZNM7JMtTAyXsSqFJCYl1-sEGih4BGuEJKRmVqqoBGQWJSZVazvVFRaXJyaowkAvelZ3E4AAAA&hl=fr&mat=CR4svtTl91PeElYBqiIDwoe8edY7IS4seoCkw_M6UD1hEuTb21FYRgpo5fb5wIWWUGJlCw3dWIUjItcEJ6rwKW6q8nbKA8h01EALPP-U4pRjKP5QWKRcu-yhliz34ckWyw&authuser=0,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23341,"3,6",,110,NOK,
Panos Q8 HW Verlaine (richting Luik),"Autoroute Direction Liege, E42, 4537 Verlaine, Belgique",+32 4 259 56 45,https://www.panos.be/fr/magasin/panos-q8-hw-verlaine-%28richting-luik%29-23548,https://www.google.com/search?q=panos-q8-hw-verlaine-richting-luik-Autoroute-Direction-Liege,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23548,"3,8",,78,NOK,
Panos Q8 HW Verlaine (richting Namen),"Autoroute Direction Namur, E42, 4537 Verlaine, Belgique",+32 4 259 60 53,https://www.panos.be/fr/magasin/panos-q8-hw-verlaine-%28richting-name-23547,https://www.google.com/search?q=panos-q8-hw-verlaine-richting-namen-Autoroute-Direction-Namur,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23547,,,,NOK,
Panos Q8 Jemeppe-sur-Meuse,"Rue Sualem R. 38, 4101 Seraing, Belgique",+32 4 234 30 63,https://www.panos.be/fr/winkel/panos-q8-soumagne-23579,https://www.google.com/search?q=Panos+Q8+Jemeppe-sur-Meuse&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZIs0wxMk9MtEgzMTC3MqgwSjMyT0tNM0o0MjdPtDQxWcQqFZCYl1-sEGih4JWam1pQkKpbXFqk65taWpwKAGA1gy1GAAAA&hl=fr&mat=CYlvGTYzePXIElcBqiIDwnGUY87-JA7wSZUcWRr7iCfNF9kmBFK5Fyq-EOBhLySNmdhsd-aPrWr0syqX2S8jFZdKHImRe844wYLHrOZIfYI7HG1rYKxbOcxTNeYGccUdV7U&authuser=0,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '05:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '05:00–22:00'}",23579,"3,7",,45,NOK,
Panos Q8 Jodoigne,"Chau. de Charleroi 62, 1370 Jodoigne, Belgique",+32 10 81 31 59,https://www.panos.be/fr/magasin/panos-q8-jodoigne-23941,https://www.google.com/search?q=panos-q8-jodoigne-Chauss%E2%88%9A%C2%A9e-de-Charleroi,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '05:00–22:00'}",23941,,,,NOK,
Panos Q8 Jumet,"Chau. De Bruxelles 417, 6040 Charleroi, Belgique",+32 71 35 40 13,https://www.panos.be/fr/magasin/panos-q8-jumet-23321,https://www.google.com/search?q=panos-q8-jumet-Chauss%E2%88%9A%C2%A9e-De-Bruxelles,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '07:00–00:00', 'dimanche': '09:00–00:00', 'lundi': '06:00–00:00'}",23321,"4,3",,24,NOK,
Panos Q8 Jurbise,"Rte d'Ath 136, 7050 Jurbise, Belgique",+32 65 67 57 67,https://www.panos.be/fr/magasin/q8-panos-corner-jurbise-23139,https://www.google.com/search?q=q8-panos-corner-jurbise-Route-D%27ath,"{'mardi': '06:30–22:00', 'mercredi': '06:30–22:00', 'jeudi': '06:30–22:00', 'vendredi': '06:30–22:00', 'samedi': '07:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:30–22:00'}",23139,"4,5",,63,NOK,
Panos Q8 Kemzeke,"Stationsstraat 59, 9190 Stekene, Belgique",+32 3 779 72 66,https://www.panos.be/nl/winkel/panos-q8-kemzeke-kemzeke-stekene-23348,https://www.google.com/search?q=panos-q8-kemzeke-Stationsstraat,"{'mardi': '05:30–20:00', 'mercredi': '05:30–20:00', 'jeudi': '05:30–20:00', 'vendredi': '05:30–20:00', 'samedi': '07:00–20:00', 'dimanche': '07:00–20:00', 'lundi': '05:30–20:00'}",23348,"4,5",,48,OK,
Panos Q8 Knokke (Kustlaan),"Kustlaan 152, 8300 Knokke-Heist, Belgique",+32 50 60 26 25,https://www.panos.be/nl/winkel/panos-q8-knokke-%28kustlaan%29-knokke-heist-23346,https://www.google.com/search?q=panos-q8-knokke-kustlaan-Kustlaan,"{'mardi': '08:00–20:00', 'mercredi': '08:00–20:00', 'jeudi': '08:00–20:00', 'vendredi': '08:00–20:00', 'samedi': '08:00–20:00', 'dimanche': '08:00–20:00', 'lundi': '08:00–20:00'}",23346,"3,6",,62,OK,
Panos Q8 Knokke (Natiënlaan),"Natiënlaan 14, 8300 Knokke-Heist, Belgique",+32 50 60 04 16,https://www.panos.be/nl/winkel/panos-knokke-heist-23132,https://www.google.com/search?q=Panos+Q8+Knokke+(Nati%C3%ABnlaan)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZJNE8xTjG2tDBLNLK0MqgwT00ySDZJMkpONDS3SEozW8QqG5CYl1-sEGih4J2Xn52dqqDhl1iSeXh1Xk5iYp4mACgo-ZdJAAAA&hl=fr&mat=CVuMBi534J_HElcBqiIDwo2X2cc0n67RlYxoLw9sSZXdUonupIV6L8xG0MMJ2DJU7PqSPWYUDXeUFiOagRDnmAGj8Oa1w5oVZfeKGEp1jne3-eLDshjMGyyo_4iytyJZwnM&authuser=0,"{'mardi': '06:00–20:30', 'mercredi': '06:00–20:30', 'jeudi': '06:00–20:30', 'vendredi': '06:00–20:30', 'samedi': '06:00–20:30', 'dimanche': '06:00–20:30', 'lundi': '06:00–20:30'}",23132,"3,4",,25,NOK,
Panos Q8 Kortrijk (Brugsesteenweg),"Brugsesteenweg 184, 8500 Kortrijk, Belgique",+32 56 35 38 57,https://www.panos.be/nl/winkel/panos-kortrijk-23595,https://www.google.com/search?q=panos-q8-kortrijk-brugsesteenweg-Brugsesteenweg,"{'mardi': '05:00–20:00', 'mercredi': '05:00–20:00', 'jeudi': '05:00–20:00', 'vendredi': '05:00–20:00', 'samedi': '07:00–18:00', 'dimanche': '09:00–18:00', 'lundi': '05:00–20:00'}",23595,"3,9",,22,NOK,
Panos Q8 Kortrijk (Oudenaardsesteenweg),"Oudenaardsesteenweg 268 BIS, 8500 Kortrijk, Belgique",+32 56 21 88 18,https://www.panos.be/nl/winkel/panos-q8-kortrijk-%28oudenaardsest.%29-23439,https://www.google.com/search?q=panos-q8-kortrijk-oudenaardsest-Oudenaardsesteenweg,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '07:00–18:30', 'dimanche': '07:00–18:30', 'lundi': '05:00–22:00'}",23439,"4,2",,41,OK,
Panos Q8 Kraainem,"Av. des Anciens Combattants 97, 1950 Kraainem, Belgique",+32 2 721 72 31,,https://www.google.com/search?q=panos-q8-kraainem-Oudstrijderslaan,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23356,"3,9",,56,NOK,
Panos Q8 Le Roeulx,"Rue d'Houdeng 189, 7070 Le Rœulx, Belgique",+32 64 46 01 92,https://www.panos.be/fr/magasin/panos-q8-le-roeulx-le-r%C5%93ulx-23331,https://www.google.com/search?q=panos-q8-le-roeulx-Rue-d%E2%80%9A%C3%84%C3%B4Houdeng,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '06:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '06:00–00:00'}",23331,"3,8",,84,NOK,
Panos Q8 Leuven,"Tervuursevest 58, 3000 Leuven, Belgique",+32 16 23 35 98,https://www.panos.be/nl/winkel/panos-q8-leuven-%28tervuursesteenweg%29-23421,https://www.google.com/search?q=panos-q8-leuven-tervuursesteenweg-Tervuursevest,"{'mardi': '08:00–17:00', 'mercredi': '08:00–17:00', 'jeudi': '08:00–17:00', 'vendredi': '08:00–17:00', 'samedi': '08:00–17:00', 'dimanche': 'Fermé', 'lundi': '08:00–17:00'}",23421,"3,0",,27,OK,
Panos Q8 Libramont,"Av. de Bouillon 40, 6800 Libramont-Chevigny, Belgique",+32 61 22 44 65,https://www.panos.be/fr/magasin/panos-q8-libramont-libramont-chevigny-23781,https://www.google.com/search?q=panos-q8libramont-Avenue-de-Bouillon,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '07:00–21:00', 'dimanche': '07:00–21:00', 'lundi': '06:00–22:00'}",23781,"2,8",,113,NOK,
Panos Q8 Lier,"Hoogveldweg 131, 2500 Lier, Belgique",+32 3 711 16 40,https://www.panos.be/nl/winkel/panos-lier-23844,https://www.google.com/search?q=panos-q8-lier-Hoogveldweg,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23844,"4,7",,41,NOK,
Panos Q8 Linkebeek,"Chau. d'Alsemberg 66, 1630 Linkebeek, Belgique",+32 2 377 84 86,https://www.panos.be/nl/winkel/panos-q8-linkebeek-23413,https://www.google.com/search?q=Panos+Q8+Linkebeek&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZONrVIsbQ0T0lKMza0MqgwSkm2TEw0N05NSk01SkwyWsQqFJCYl1-sEGih4JOZlw0SzwYAbSq5FT4AAAA&hl=fr&mat=CeWZJ4SKi09sElcBqiIDwm5zg37QUbRl2co7XeDwFjQzgXUMKBpUUsvKq7hjpKpSpZjAPtUE7G3Rq4Fl5HNnMgNo9QPTg58wfl5Mo00vcWojX6OqjqM_H9b3VgrqJ7k92Qk&authuser=0,"{'mardi': '06:00–21:00', 'mercredi': '06:00–21:00', 'jeudi': '06:00–21:00', 'vendredi': '06:00–21:00', 'samedi': '07:00–21:00', 'dimanche': '07:30–21:00', 'lundi': '06:00–21:00'}",23413,"3,8",,38,OK,
Panos Q8 Lokeren,"Zelebaan 33, 9160 Lokeren, Belgique",+32 9 349 47 87,https://www.panos.be/nl/winkel/panos-q8-lokeren-23303,https://www.google.com/search?q=panos-q8-lokeren-Zelebaan,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23303,"3,5",,45,OK,
Panos Q8 Louvain-La-Neuve,"Av. Baudouin 1er 3, 1348 Ottignies-Louvain-la-Neuve, Belgique",+32 10 45 60 39,https://www.panos.be/fr/winkel/panos-q8-louvain-la-neuve-ottignies-louvain-la-neuve-23308,https://www.google.com/search?q=panos-q8-louvain-la-neuve-Avenue-Baudouin,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '06:00–22:00'}",23308,"3,9",,141,NOK,
Panos Q8 LU Belvaux,"65 Rte d'Esch, 4450 Belvaux Sanem, Luxembourg",+352 59 15 61,https://www.panos.be/fr/winkel/panos-q8-lu-belvaux-23598,https://www.google.com/search?q=panos-q8-lu-belvaux-Route-D%27esch,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23598,"4,2",,18,NOK,
Panos Q8 LU Bereldange,"91 Rte de Luxembourg, 7240 Bereldange Walferdange, Luxembourg",+352 33 03 20,https://www.panos.be/fr/magasin/panos-q8-lu-bereldange-23517,https://www.google.com/search?q=Panos+Q8+LU+Bereldange&stick=H4sIAAAAAAAA_-NgU1I1qDAxtzQ1STU1tTQzNU41S0yyAgolJZmZJxommRiYmyZaGJgtYhULSMzLL1YItFDwCVVwSi1KzUlJzEtPBQDHBG71QgAAAA&hl=fr&mat=CaEOtYQRQ4aCElcBqiIDwgg_vpHsryPUxZmAYRe338HIBbuHVl1segBch6jSWn8oVFwegNVS1Pyr7m1m0LoC7kHNcplTJrK1OGLr5vMi8A_ApotZdRkOakwWDsiy4_O5Bjc&authuser=0,"{'mardi': '06:00–21:30', 'mercredi': '06:00–21:30', 'jeudi': '06:00–21:30', 'vendredi': '06:00–21:30', 'samedi': '07:00–21:30', 'dimanche': '08:00–21:30', 'lundi': '06:00–21:30'}",23517,"4,3",,3,OK,
Panos Q8 LU Bettembourg,"130 Rte de Luxembourg, 3254 Bettembourg, Luxembourg",+352 51 33 34,https://www.panos.be/fr/magasin/panos-q8-lu-bettembourg-23288,https://www.google.com/search?q=panos-q8-lu-bettembourg-Route-de-Luxembourg,"{'mardi': '06:00–21:00', 'mercredi': '06:00–21:00', 'jeudi': '06:00–21:00', 'vendredi': '06:00–21:00', 'samedi': '06:00–21:00', 'dimanche': '07:00–21:00', 'lundi': '06:00–21:00'}",23288,"3,5",,2,NOK,
Panos Q8 LU Bridel,"59 Rte de Luxembourg, 8140 Bridel Walferdange, Luxembourg",+352 33 15 90,https://www.panos.be/fr/magasin/panos-q8-lu-bridel-23742,https://www.google.com/search?q=panos-q8-lu-bridel-Route-De-Luxembourg,"{'mardi': '06:30–22:00', 'mercredi': '06:30–22:00', 'jeudi': '06:30–22:00', 'vendredi': '06:30–22:00', 'samedi': '06:30–22:00', 'dimanche': '06:30–22:00', 'lundi': '06:30–22:00'}",23742,"3,8",,5,NOK,
Panos Q8 LU Dudelange,"211 Rte de Luxembourg, 3515 Dudelange, Luxembourg",+352 51 32 63,https://www.panos.be/fr/magasin/panos-q8-dudelange-23936,https://www.google.com/search?q=panos-q8-lu-dudelange-Route-De-Luxembourg,"{'mardi': '06:30–22:00', 'mercredi': '06:30–22:00', 'jeudi': '06:30–22:00', 'vendredi': '06:30–22:00', 'samedi': '06:30–22:00', 'dimanche': '06:30–22:00', 'lundi': '06:30–22:00'}",23936,"4,8",,20,OK,
Panos Q8 LU Eich,"2 Rue d'Eich, 1460 Eich Luxembourg",+352 25 24 31 981,https://www.panos.be/fr/winkel/panos-luxembourg-23134,https://www.google.com/search?q=panos-luxembourg-Rue-d%27Eich,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23134,"4,8",,4,NOK,
Panos Q8 LU Esch-sur-Alzette,"170 Rue Romain Fandel, 4068 Esch-sur-Alzette, Luxembourg",+352 24 55 95 05,https://www.panos.be/fr/magasin/panos-q8-lu-esch-sur-alzette-23568,https://www.google.com/search?q=panos-q8-lu-esch-sur-alzette-Rue-Romain-Fandel,"{'mardi': '06:00–23:00', 'mercredi': '06:00–23:00', 'jeudi': '06:00–23:00', 'vendredi': '06:00–23:00', 'samedi': '06:00–23:00', 'dimanche': '06:00–23:00', 'lundi': '06:00–23:00'}",23568,"3,6",,5,NOK,
Panos,"28 Rue Robert Schuman, 5751 Frisange, Luxembourg",+352 621 210 976,https://www.panos.be/fr/magasin/panos-q8-lu-frisange-33020,https://www.google.com/search?q=Panos&stick=H4sIAAAAAAAA_-NgU1I1qDAxtzQ1tkxNSTFOsjA2NkyzMqiwsDQ0TTK1MEkzNbZISjRMWcTKGpCYl18MAOkzy1cxAAAA&hl=fr&mat=CTvpxPV2TPYjElcBqiIDws78J3ljtXhUNL374lRxDAGX2qMmZU35UOnF59dtetQBuJmJZJIJGaDKExq4PC7JDydeoNt0FpDCAZ4QxlKNxhT24y43LtrJA3f0FcZ_702yQUA&authuser=0,"{'mardi': '06:30–21:30', 'mercredi': '06:30–21:30', 'jeudi': '06:30–21:30', 'vendredi': '06:30–21:30', 'samedi': '07:30–21:30', 'dimanche': 'Fermé', 'lundi': '06:30–21:30'}",33020,,,,OK,
Panos Q8 LU Gasperich,"260 Rte d'Esch, 1471 Cessange Luxembourg",+32 53 82 72 20,https://www.panos.be/fr/magasin/panos-q8-lu-gasperich-luxembourg-23298,https://www.google.com/search?q=q8-panos-corner-gasperich-Route-d%27Esch,"{'mardi': '05:30–22:00', 'mercredi': '05:30–22:00', 'jeudi': '05:30–22:00', 'vendredi': '05:30–22:00', 'samedi': '05:30–22:00', 'dimanche': '09:00–20:00', 'lundi': '05:30–22:00'}",23298,"2,5",,2,NOK,
Panos Q8 LU Hesperange,"468 Rte de Thionville, 5886 Alzingen Hesperange, Luxembourg",+352 52 36 05 14,https://www.panos.be/fr/magasin/panos-q8-lu-hesperange-23289,https://www.google.com/search?q=panos-q8-lu-hesperange-Route-de-Thionville,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23289,,,,NOK,
Panos Q8 LU Leudelange,"1 Rue Léon Laval, 3372 Leudelange, Luxembourg",+352 26 37 87 40,https://www.panos.be/fr/winkel/panos-q8-lu-leudelange-23777,https://www.google.com/search?q=panos-q8-lu-leudelange-Rue-Leon-Laval,"{'mardi': '05:30–21:30', 'mercredi': '05:30–21:30', 'jeudi': '05:30–21:30', 'vendredi': '05:30–21:30', 'samedi': '05:30–20:00', 'dimanche': '09:00–17:30', 'lundi': '05:30–21:30'}",23777,"4,3",,6,NOK,
Panos Q8 LU Pommerloch 1,"26 Rte de Bastogne, 9638 Pommerloch Wiltz, Luxembourg",+352 26 95 07 66,https://www.panos.be/fr/magasin/panos-q8-lu-pommerloch-1-23822,https://www.google.com/search?q=Panos+Q8+LU+Pommerloch+1&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzYwMElMMzM3MjRISTG3MqiwNDNKMU8zMzZNMUhKtLAwWcQqEZCYl1-sEGih4BOqEJCfm5talJOfnKFgCAD5T_EzRAAAAA&hl=fr&mat=CSKb10mqX4xqElcBqiIDwtKe_fAfxhYWMX0svdyj93q3Qp3XOEmePBw4IrJeCUGKq0F-rxCv1FhvKwyNiDfwm7zV74jZc3Dqya8PLa84klFJ9Ui9Gg0uAViWJsc0vYbnPfg&authuser=0,"{'mardi': '06:00–21:00', 'mercredi': '06:00–21:00', 'jeudi': '06:00–21:00', 'vendredi': '06:00–21:00', 'samedi': '06:00–21:00', 'dimanche': '06:00–21:00', 'lundi': '06:00–21:00'}",23822,"5,0",,1,NOK,
Panos Q8 LU Pommerloch 2,"17 Rte de Bastogne, 9638 Pommerloch Wiltz, Luxembourg",+352 26 95 08 73,https://www.panos.be/fr/magasin/panos-q8-lu-pommerloch-2-23747,https://www.google.com/search?q=panos-q8-lu-pommerloch-2-Route-de-Bastogne,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '06:00–20:00', 'dimanche': '06:00–20:00', 'lundi': '06:00–20:00'}",23747,"4,0",,1,NOK,
Panos Q8 LU Pulvermühl,"2 Val de Hamm, 1714 Hamm Luxemburg, Luxembourg",+352 26 43 29 44,https://www.panos.be/fr/magasin/panos-q8-lu-pulverm%C3%BChl-pulverm%C3%BChlen-23340,https://www.google.com/search?q=panos-q8-lu-pulvermuhl-Val-de-Ham,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23340,"4,1",,7,NOK,
Panos Q8 LU Remich,"13 Rte de l'Europe, 5531 Remich, Luxembourg",+352 23 69 89 08,https://www.panos.be/fr/winkel/panos-q8-lu-remich-23748,https://www.google.com/search?q=panos-q8-lu-remich-Route-de-l%27Europe,"{'mardi': '07:00–22:00', 'mercredi': '07:00–22:00', 'jeudi': '07:00–22:00', 'vendredi': '07:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '07:30–22:00', 'lundi': '07:00–22:00'}",23748,"3,2",,5,NOK,
Panos Q8 LU Rodange,"432 Rte de Longwy, 4832 Rodange Pétange, Luxembourg",+352 50 01 42,https://www.panos.be/fr/winkel/panos-rodange-23135,https://www.google.com/search?q=Panos+Q8+LU+Rodange&stick=H4sIAAAAAAAA_-NgU1I1qDAxT01MtkwxMbEwTE5NNEuyMqgwTjJMMkxJNTczTTQxNk2yXMQqHJCYl1-sEGih4BOqEJSfkpiXngoAU5-YtD8AAAA&hl=fr&mat=CR7u2rdk_JP7ElcBqiIDwrlA2JT_07Bn4TcHF3uM31D5MLThikwkx_NfoS_Wt9N1F2EKsjaPqSyBGd2ieXXQFixbW0s9SxILqY0DDkKBPR4291OzXm2KMkGqBeSVcnU83is&authuser=0,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23135,"4,3",,220,NOK,
Panos Q8 LU Saeul,"2 Rue de Mersch, 7470 Saeul, Luxembourg",+352 26 61 05 01,https://www.panos.be/fr/magasin/panos-q8-lu-saeul-23749,https://www.google.com/search?q=Panos+Q8+LU+Saeul&stick=H4sIAAAAAAAA_-NgU1I1qDAxT01MTDE2SEw1N7FMMjO2MqgwNbQ0STQzMQYSZkZGZgaLWAUDEvPyixUCLRR8QhWCE1NLcwCbvbUPPQAAAA&hl=fr&mat=Cb_CpHorVRz1ElYBqiIDwiXeLv35Mm94hyzgqlMZJJ80P6tixbg7_JjhmxFEUb4wilisvjnxJPDAehAfoJ4CjKZIzKvjSPFys-PdKoPh5Dkj4hwqxlYeEJLWVxPVpqIJnA&authuser=0,"{'mardi': '06:00–21:30', 'mercredi': '06:00–21:30', 'jeudi': '06:00–21:30', 'vendredi': '06:00–21:30', 'samedi': '06:00–21:30', 'dimanche': '06:00–21:30', 'lundi': '06:00–21:30'}",23749,"4,0",,1,NOK,
Panos Q8 LU Schouweiler,"115 Rte de Longwy, 4994 Schouweiler Dippach, Luxembourg",+352 37 05 94,https://www.panos.be/fr/winkel/panos-q8-lu-schouweiler-23746,https://www.google.com/search?q=panos-q8-lu-schouweile-Route-De-Longwy,"{'mardi': '06:00–21:00', 'mercredi': '06:00–21:00', 'jeudi': '06:00–21:00', 'vendredi': '06:00–21:00', 'samedi': '06:00–21:00', 'dimanche': '06:00–21:00', 'lundi': '06:00–21:00'}",23746,"4,4",,19,NOK,
